"Time","Potential"
0.0,4.159
0.1,3.814
0.2,3.466
0.3,3.265
0.4,3.515
0.5,3.781
0.6,4.150
0.7,4.171
0.8,3.924
0.9,3.549
1.0,3.365
1.1,3.460
1.2,3.719
1.3,4.034
1.4,4.129
1.5,3.997
1.6,3.674
1.7,3.521
1.8,3.616
1.9,3.790
2.0,4.009
2.1,4.080
2.2,4.061
2.3,3.845
2.4,3.823
2.5,3.723
2.6,3.753
2.7,3.924
2.8,4.009
2.9,4.077
3.0,4.016
3.1,4.034
3.2,3.988
3.3,3.945
3.4,3.915
3.5,3.942
3.6,4.034
3.7,4.092
3.8,4.156
3.9,4.040
4.0,3.936
4.1,3.835
4.2,3.845
4.3,3.872
4.4,4.165
4.5,4.196
4.6,4.110
4.7,3.915
4.8,3.689
4.9,3.628
5.0,3.726
5.1,4.040
5.2,4.177
5.3,4.037
5.4,3.753
5.5,3.591
5.6,3.503
5.7,3.713
5.8,4.055
5.9,4.104
6.0,3.948
6.1,3.616
6.2,3.500
6.3,3.387
6.4,3.640
6.5,4.003
6.6,4.077
6.7,4.016
6.8,3.692
6.9,3.567
7.0,3.475
7.1,3.619
7.2,4.013
7.3,4.119
7.4,4.009
7.5,3.710
7.6,3.634
7.7,3.603
7.8,3.771
7.9,4.031
8.0,4.107
8.1,4.107
8.2,4.003
8.3,3.906
8.4,3.808
8.5,3.906
8.6,4.110
8.7,4.202
8.8,4.229
8.9,4.132
9.0,4.083
9.1,4.022
9.2,4.168
9.3,4.177
9.4,4.229
9.5,4.266
9.6,4.266
9.7,4.272
9.8,4.269
9.9,4.245
10.0,4.263
10.1,4.251
10.2,4.287
10.3,4.254
10.4,4.312
10.5,4.309
10.6,4.275
10.7,4.315
10.8,4.303
10.9,4.284
11.0,4.217
11.1,4.257
11.2,4.284
11.3,4.293
11.4,4.284
11.5,4.309
11.6,4.235
11.7,4.220
11.8,4.223
11.9,4.196
12.0,4.257
12.1,4.281
12.2,4.278
12.3,4.257
12.4,4.226
12.5,4.199
12.6,4.174
12.7,4.202
12.8,4.281
12.9,4.296
13.0,4.309
13.1,4.257
13.2,4.223
13.3,4.272
13.4,4.235
13.5,4.177
13.6,4.296
13.7,4.205
13.8,4.266
13.9,4.312
14.0,4.269
14.1,4.260
14.2,4.284
14.3,4.336
14.4,4.266
14.5,4.257
14.6,4.254
14.7,4.309
14.8,4.321
14.9,4.321
15.0,4.303
15.1,4.333
15.2,4.382
15.3,4.327
15.4,4.293
15.5,4.290
15.6,4.315
15.7,4.299
15.8,4.367
15.9,4.321
16.0,4.321
16.1,4.296
16.2,4.306
16.3,4.306
16.4,4.315
16.5,4.272
16.6,4.235
16.7,4.217
16.8,4.303
16.9,4.269
17.0,4.275
17.1,4.205
17.2,4.199
17.3,4.217
17.4,4.208
17.5,4.174
17.6,4.193
17.7,4.067
17.8,3.982
17.9,3.988
18.0,4.067
18.1,4.095
18.2,4.040
18.3,3.848
18.4,3.695
18.5,3.701
18.6,3.811
18.7,4.071
18.8,4.025
18.9,3.793
19.0,3.433
19.1,3.173
19.2,3.344
19.3,3.600
19.4,3.948
19.5,3.915
19.6,3.573
19.7,2.935
19.8,2.801
19.9,3.210
20.0,3.591
20.1,4.049
20.2,3.884
20.3,3.433
20.4,2.724
20.5,2.651
20.6,3.143
20.7,3.631
20.8,4.058
20.9,3.893
21.0,3.307
21.1,2.718
21.2,2.697
21.3,3.054
21.4,3.552
21.5,4.046
21.6,3.967
21.7,3.500
21.8,2.944
21.9,2.810
22.0,3.320
22.1,3.683
22.2,4.052
22.3,4.000
22.4,3.692
22.5,3.219
22.6,3.210
22.7,3.426
22.8,3.665
22.9,4.055
23.0,4.122
23.1,3.997
23.2,3.628
23.3,3.576
23.4,3.649
