"Time","Potential"
0.0,5.765
0.1,5.688
0.2,5.688
0.3,5.722
0.4,5.865
0.5,5.936
0.6,5.939
0.7,5.884
0.8,5.783
0.9,5.755
1.0,5.755
1.1,5.795
1.2,5.884
1.3,5.908
1.4,5.878
1.5,5.798
1.6,5.786
1.7,5.771
1.8,5.820
1.9,5.871
2.0,5.856
2.1,5.829
2.2,5.786
2.3,5.780
2.4,5.823
2.5,5.856
2.6,5.893
2.7,5.844
2.8,5.774
2.9,5.743
3.0,5.713
3.1,5.826
3.2,5.865
3.3,5.926
3.4,5.875
3.5,5.737
3.6,5.679
3.7,5.621
3.8,5.716
3.9,5.820
4.0,5.881
4.1,5.939
4.2,5.835
4.3,5.743
4.4,5.688
4.5,5.606
4.6,5.688
4.7,5.755
4.8,5.823
4.9,5.804
5.0,5.704
5.1,5.646
5.2,5.609
5.3,5.624
5.4,5.704
5.5,5.722
5.6,5.688
5.7,5.520
5.8,5.435
5.9,5.444
6.0,5.530
6.1,5.679
6.2,5.694
6.3,5.649
6.4,5.441
6.5,5.185
6.6,5.154
6.7,5.230
6.8,5.496
6.9,5.725
7.0,5.713
7.1,5.545
7.2,5.023
7.3,4.776
7.4,4.760
7.5,5.032
7.6,5.594
7.7,5.771
7.8,5.713
7.9,5.322
8.0,4.602
8.1,4.437
8.2,4.425
8.3,4.815
8.4,5.520
8.5,5.746
8.6,5.762
8.7,5.176
8.8,4.473
8.9,4.293
9.0,4.217
9.1,4.818
9.2,5.469
9.3,5.697
9.4,5.762
9.5,5.023
9.6,4.489
9.7,4.266
9.8,4.199
9.9,4.867
10.0,5.334
10.1,5.661
10.2,5.682
10.3,4.980
10.4,4.559
10.5,4.303
10.6,4.415
10.7,5.038
10.8,5.368
10.9,5.691
11.0,5.539
11.1,5.093
11.2,4.745
11.3,4.492
11.4,4.647
11.5,5.102
11.6,5.426
11.7,5.679
11.8,5.536
11.9,5.325
12.0,5.121
12.1,4.937
12.2,5.011
12.3,5.179
12.4,5.411
12.5,5.621
12.6,5.600
12.7,5.542
12.8,5.426
12.9,5.328
13.0,5.313
13.1,5.392
13.2,5.478
13.3,5.582
13.4,5.627
13.5,5.655
13.6,5.649
13.7,5.575
13.8,5.539
13.9,5.533
14.0,5.533
14.1,5.597
14.2,5.649
14.3,5.707
14.4,5.722
14.5,5.676
14.6,5.630
14.7,5.557
14.8,5.563
14.9,5.597
15.0,5.649
15.1,5.673
15.2,5.591
15.3,5.530
15.4,5.493
15.5,5.496
15.6,5.594
15.7,5.627
15.8,5.639
15.9,5.481
16.0,5.288
16.1,5.243
16.2,5.212
16.3,5.395
16.4,5.551
16.5,5.649
16.6,5.572
16.7,5.166
16.8,4.986
16.9,4.867
17.0,4.940
17.1,5.328
17.2,5.420
17.3,5.603
17.4,5.447
17.5,4.965
17.6,4.821
17.7,4.544
17.8,4.705
17.9,5.136
18.0,5.319
18.1,5.588
18.2,5.350
18.3,4.992
18.4,4.684
18.5,4.330
18.6,4.522
18.7,4.876
18.8,5.246
18.9,5.615
19.0,5.404
19.1,5.063
19.2,4.657
19.3,4.284
19.4,4.473
19.5,4.791
19.6,5.255
19.7,5.643
19.8,5.487
19.9,5.200
20.0,4.757
20.1,4.385
20.2,4.534
20.3,4.763
20.4,5.316
20.5,5.670
20.6,5.627
20.7,5.398
20.8,4.974
20.9,4.654
21.0,4.705
21.1,4.867
21.2,5.380
21.3,5.731
21.4,5.749
21.5,5.652
21.6,5.304
21.7,5.026
21.8,5.026
21.9,5.191
22.0,5.520
22.1,5.777
22.2,5.829
22.3,5.768
22.4,5.469
22.5,5.380
22.6,5.380
22.7,5.462
22.8,5.704
22.9,5.820
23.0,5.853
23.1,5.832
23.2,5.685
23.3,5.652
23.4,5.664
23.5,5.725
23.6,5.820
23.7,5.859
23.8,5.875
23.9,5.859
24.0,5.820
24.1,5.832
24.2,5.856
24.3,5.887
24.4,5.893
24.5,5.902
24.6,5.859
24.7,5.862
24.8,5.853
24.9,5.875
25.0,5.929
25.1,5.942
25.2,5.923
25.3,5.893
25.4,5.832
25.5,5.835
25.6,5.832
25.7,5.865
25.8,5.945
25.9,5.954
26.0,5.926
26.1,5.871
26.2,5.801
26.3,5.783
26.4,5.786
26.5,5.844
26.6,5.917
26.7,5.920
26.8,5.914
26.9,5.826
27.0,5.762
27.1,5.737
27.2,5.752
27.3,5.826
27.4,5.902
27.5,5.896
27.6,5.890
27.7,5.813
27.8,5.771
27.9,5.731
28.0,5.749
28.1,5.829
28.2,5.881
28.3,5.884
28.4,5.868
28.5,5.801
28.6,5.762
28.7,5.725
28.8,5.743
28.9,5.823
29.0,5.850
