"Time","Potential"
0.0,5.957
0.1,5.820
0.2,5.664
0.3,5.630
0.4,5.743
0.5,5.899
0.6,5.945
0.7,5.868
0.8,5.752
0.9,5.710
1.0,5.780
1.1,5.890
1.2,5.948
1.3,5.914
1.4,5.826
1.5,5.807
1.6,5.835
1.7,5.905
1.8,5.923
1.9,5.917
2.0,5.893
2.1,5.881
2.2,5.896
2.3,5.914
2.4,5.908
2.5,5.926
2.6,5.929
2.7,5.939
2.8,5.929
2.9,5.896
3.0,5.875
3.1,5.884
3.2,5.923
3.3,5.981
3.4,5.969
3.5,5.887
3.6,5.804
3.7,5.817
3.8,5.890
3.9,5.975
4.0,5.972
4.1,5.875
4.2,5.749
4.3,5.707
4.4,5.801
4.5,5.939
4.6,5.991
4.7,5.893
4.8,5.759
4.9,5.655
5.0,5.710
5.1,5.881
5.2,5.972
5.3,5.929
5.4,5.762
5.5,5.688
5.6,5.704
5.7,5.801
5.8,5.926
5.9,5.948
6.0,5.868
6.1,5.746
6.2,5.725
6.3,5.798
6.4,5.902
6.5,5.963
6.6,5.914
6.7,5.853
6.8,5.810
6.9,5.835
7.0,5.908
7.1,5.954
7.2,5.957
7.3,5.911
7.4,5.887
7.5,5.893
7.6,5.933
7.7,5.972
7.8,5.975
7.9,5.969
8.0,5.957
8.1,5.951
8.2,5.963
8.3,5.991
8.4,6.003
8.5,6.003
8.6,6.000
8.7,5.984
8.8,5.997
8.9,6.012
9.0,6.015
9.1,6.015
9.2,6.015
9.3,6.009
9.4,6.003
9.5,6.021
9.6,6.015
9.7,6.012
9.8,6.003
9.9,6.000
10.0,6.006
10.1,6.021
10.2,6.024
10.3,6.000
10.4,5.991
10.5,5.991
10.6,6.006
10.7,6.018
10.8,6.018
10.9,5.997
11.0,5.978
11.1,5.975
11.2,6.000
11.3,6.018
11.4,6.003
11.5,5.987
11.6,5.981
11.7,5.978
11.8,6.000
11.9,6.009
12.0,6.003
12.1,6.009
12.2,5.987
12.3,5.984
12.4,6.000
12.5,5.994
12.6,6.006
12.7,6.000
12.8,6.006
12.9,5.984
13.0,5.981
13.1,5.991
13.2,5.991
13.3,6.006
13.4,6.012
13.5,5.991
13.6,5.975
13.7,5.975
13.8,6.000
13.9,6.012
14.0,6.003
14.1,5.987
14.2,5.951
14.3,5.954
14.4,5.978
14.5,6.012
14.6,5.991
14.7,5.957
14.8,5.920
14.9,5.926
15.0,5.984
15.1,6.000
15.2,5.951
15.3,5.893
15.4,5.841
15.5,5.887
15.6,5.963
15.7,5.975
15.8,5.881
15.9,5.749
16.0,5.734
16.1,5.835
16.2,5.939
16.3,5.902
16.4,5.704
16.5,5.578
16.6,5.582
16.7,5.740
16.8,5.881
16.9,5.804
17.0,5.551
17.1,5.343
17.2,5.398
17.3,5.630
17.4,5.759
17.5,5.618
17.6,5.319
17.7,5.188
17.8,5.310
17.9,5.493
18.0,5.582
18.1,5.398
18.2,5.166
18.3,5.118
18.4,5.270
18.5,5.435
18.6,5.337
18.7,5.139
18.8,5.038
18.9,5.188
19.0,5.408
19.1,5.453
19.2,5.157
19.3,4.901
19.4,4.922
19.5,5.270
19.6,5.569
19.7,5.481
19.8,5.090
19.9,4.745
20.0,4.776
20.1,5.310
20.2,5.722
20.3,5.658
20.4,5.081
20.5,4.650
20.6,4.770
20.7,5.194
20.8,5.777
20.9,5.749
21.0,5.267
21.1,4.779
21.2,4.818
21.3,5.371
21.4,5.737
21.5,5.780
21.6,5.423
21.7,5.130
21.8,5.047
21.9,5.386
22.0,5.768
22.1,5.832
22.2,5.646
22.3,5.392
22.4,5.414
22.5,5.627
22.6,5.813
22.7,5.871
22.8,5.810
22.9,5.676
23.0,5.722
23.1,5.823
23.2,5.923
23.3,5.951
23.4,5.899
23.5,5.893
23.6,5.920
23.7,5.991
23.8,5.997
23.9,5.981
24.0,5.966
24.1,5.981
24.2,6.012
24.3,6.018
24.4,5.997
24.5,5.963
24.6,5.954
24.7,5.987
24.8,6.018
24.9,5.987
25.0,5.917
25.1,5.868
25.2,5.865
25.3,5.945
25.4,5.987
25.5,5.939
25.6,5.856
25.7,5.780
25.8,5.768
25.9,5.844
26.0,5.929
26.1,5.929
26.2,5.838
26.3,5.765
26.4,5.722
26.5,5.789
26.6,5.859
26.7,5.914
26.8,5.896
26.9,5.820
27.0,5.771
27.1,5.780
27.2,5.841
27.3,5.896
27.4,5.923
27.5,5.914
27.6,5.865
27.7,5.841
27.8,5.862
27.9,5.911
28.0,5.939
28.1,5.954
28.2,5.954
28.3,5.929
28.4,5.923
28.5,5.942
28.6,5.969
28.7,5.984
28.8,5.978
28.9,5.984
29.0,5.984
29.1,5.987
29.2,5.987
29.3,6.006
29.4,6.006
29.5,6.000
29.6,6.003
29.7,6.006
29.8,6.000
29.9,6.012
30.0,6.018
30.1,6.006
30.2,6.009
30.3,5.994
30.4,6.003
30.5,6.006
30.6,6.006
30.7,6.009
30.8,6.003
30.9,6.009
31.0,6.006
31.1,6.000
31.2,6.000
31.3,6.012
31.4,6.018
31.5,6.009
31.6,6.009
31.7,6.003
31.8,6.000
31.9,6.003
32.0,6.009
32.1,6.012
32.2,6.012
32.3,6.012
32.4,6.006
32.5,6.003
