"Time","Potential"
0.0,3.857
0.1,3.857
0.2,3.869
0.3,3.951
0.4,3.915
0.5,3.942
0.6,3.939
0.7,3.918
0.8,3.915
0.9,3.893
1.0,3.979
1.1,3.942
1.2,3.884
1.3,3.976
1.4,3.985
1.5,3.982
1.6,3.997
1.7,3.912
1.8,3.970
1.9,3.961
2.0,3.939
2.1,3.961
2.2,3.991
2.3,3.927
2.4,3.994
2.5,3.930
2.6,3.988
2.7,3.997
2.8,3.982
2.9,4.003
3.0,3.961
3.1,4.034
3.2,3.948
3.3,3.973
3.4,3.973
3.5,3.979
3.6,3.994
3.7,3.970
3.8,3.933
3.9,3.973
4.0,3.991
4.1,3.927
4.2,3.985
4.3,3.979
4.4,4.013
4.5,3.933
4.6,3.945
4.7,3.985
4.8,3.985
4.9,3.945
5.0,4.009
5.1,4.006
5.2,3.979
5.3,3.973
5.4,3.961
5.5,3.970
5.6,3.942
5.7,3.918
5.8,3.985
5.9,3.942
6.0,3.942
6.1,3.933
6.2,3.991
6.3,3.964
6.4,3.985
6.5,4.046
6.6,3.915
6.7,3.909
6.8,3.991
6.9,3.979
7.0,3.991
7.1,4.034
7.2,3.976
7.3,3.979
7.4,3.955
7.5,3.994
7.6,3.942
7.7,3.915
7.8,3.979
7.9,3.985
8.0,4.028
8.1,3.982
8.2,3.967
8.3,3.933
8.4,3.985
8.5,3.967
8.6,3.967
8.7,3.967
8.8,3.967
8.9,3.945
9.0,3.970
9.1,3.976
9.2,3.961
9.3,3.955
9.4,4.025
9.5,4.016
9.6,3.958
9.7,3.942
9.8,4.034
9.9,3.948
10.0,3.976
10.1,3.991
10.2,3.945
10.3,3.994
10.4,3.997
10.5,3.930
10.6,3.951
10.7,3.997
10.8,3.927
10.9,3.982
11.0,3.961
11.1,3.988
11.2,3.842
11.3,3.900
11.4,3.878
11.5,3.930
11.6,3.866
11.7,3.948
11.8,3.884
11.9,3.906
12.0,3.863
12.1,3.906
12.2,3.842
12.3,3.909
12.4,3.948
12.5,3.921
12.6,3.857
12.7,3.903
12.8,3.915
12.9,3.881
13.0,3.893
13.1,3.930
13.2,3.970
13.3,3.939
13.4,3.918
13.5,3.958
13.6,3.936
13.7,3.982
13.8,3.942
13.9,4.000
14.0,4.003
14.1,3.973
14.2,3.930
14.3,4.003
14.4,3.997
14.5,3.903
14.6,4.000
14.7,3.991
14.8,3.893
14.9,4.006
15.0,3.951
15.1,3.930
15.2,3.924
15.3,3.897
15.4,3.958
15.5,3.897
15.6,3.839
15.7,3.762
15.8,3.799
15.9,3.771
16.0,3.668
16.1,3.753
16.2,3.713
16.3,3.665
16.4,3.634
16.5,3.549
16.6,3.616
16.7,3.552
16.8,3.533
16.9,3.506
17.0,3.411
17.1,3.408
17.2,3.533
17.3,3.497
17.4,3.469
17.5,3.484
17.6,3.411
17.7,3.411
17.8,3.344
17.9,3.426
18.0,3.460
18.1,3.436
18.2,3.414
18.3,3.393
18.4,3.451
18.5,3.497
18.6,3.491
18.7,3.484
18.8,3.442
18.9,3.466
19.0,3.405
19.1,3.536
19.2,3.570
19.3,3.506
19.4,3.524
19.5,3.433
19.6,3.426
19.7,3.454
19.8,3.512
19.9,3.521
20.0,3.515
20.1,3.536
20.2,3.539
20.3,3.460
20.4,3.503
20.5,3.442
20.6,3.417
20.7,3.475
20.8,3.509
20.9,3.515
21.0,3.408
21.1,3.454
21.2,3.378
21.3,3.420
21.4,3.442
21.5,3.561
21.6,3.613
21.7,3.564
21.8,3.487
21.9,3.555
22.0,3.594
22.1,3.646
22.2,3.713
22.3,3.588
22.4,3.643
22.5,3.680
22.6,3.668
22.7,3.774
22.8,3.747
22.9,3.802
23.0,3.793
23.1,3.814
23.2,3.860
23.3,3.829
23.4,3.903
23.5,3.909
23.6,3.893
23.7,3.921
23.8,3.918
23.9,3.958
24.0,3.887
24.1,3.924
24.2,3.945
24.3,3.951
24.4,3.893
24.5,3.927
24.6,3.924
24.7,3.967
24.8,3.945
24.9,3.964
25.0,3.973
25.1,3.945
25.2,3.964
25.3,3.958
25.4,3.903
25.5,3.994
25.6,4.074
25.7,4.009
25.8,4.016
25.9,4.009
26.0,4.016
26.1,4.064
26.2,4.000
26.3,3.997
26.4,4.022
26.5,4.025
26.6,4.031
26.7,4.003
26.8,4.031
26.9,4.061
27.0,4.009
27.1,4.031
27.2,4.019
27.3,4.028
27.4,4.064
27.5,4.080
27.6,4.071
27.7,4.074
27.8,4.098
27.9,4.104
28.0,4.043
28.1,3.988
28.2,4.009
28.3,4.049
28.4,3.973
28.5,4.013
28.6,4.080
28.7,3.991
28.8,4.034
28.9,4.016
29.0,4.040
29.1,4.083
29.2,4.052
29.3,3.979
29.4,4.031
29.5,3.991
29.6,4.034
29.7,4.095
29.8,4.028
29.9,4.025
30.0,4.077
30.1,4.040
30.2,4.098
30.3,4.022
30.4,4.071
30.5,4.067
30.6,4.003
30.7,4.031
30.8,4.058
30.9,4.064
31.0,4.052
31.1,4.013
31.2,3.994
31.3,4.064
31.4,4.025
31.5,4.034
31.6,4.028
31.7,4.089
31.8,3.982
31.9,4.031
32.0,3.979
32.1,3.979
32.2,4.061
32.3,4.064
32.4,3.967
32.5,4.013
32.6,4.071
32.7,4.022
32.8,4.016
32.9,4.037
33.0,4.019
33.1,4.043
33.2,4.040
33.3,4.025
33.4,4.071
33.5,4.040
33.6,4.083
33.7,3.985
33.8,4.028
33.9,4.006
34.0,4.019
34.1,4.040
34.2,4.064
34.3,4.022
34.4,4.031
34.5,4.031
34.6,4.013
