"Time","Potential"
0.0,5.884
0.1,5.914
0.2,5.929
0.3,5.905
0.4,5.884
0.5,5.841
0.6,5.844
0.7,5.838
0.8,5.847
0.9,5.850
1.0,5.859
1.1,5.871
1.2,5.878
1.3,5.859
1.4,5.859
1.5,5.826
1.6,5.813
1.7,5.832
1.8,5.856
1.9,5.911
2.0,5.905
2.1,5.884
2.2,5.804
2.3,5.792
2.4,5.832
2.5,5.884
2.6,5.933
2.7,5.936
2.8,5.881
2.9,5.813
3.0,5.786
3.1,5.853
3.2,5.945
3.3,5.957
3.4,5.887
3.5,5.817
3.6,5.762
3.7,5.835
3.8,5.917
3.9,5.969
4.0,5.926
4.1,5.813
4.2,5.752
4.3,5.792
4.4,5.917
4.5,5.966
4.6,5.865
4.7,5.755
4.8,5.649
4.9,5.725
5.0,5.850
5.1,5.954
5.2,5.899
5.3,5.667
5.4,5.560
5.5,5.588
5.6,5.795
5.7,5.899
5.8,5.844
5.9,5.731
6.0,5.475
6.1,5.386
6.2,5.346
6.3,5.707
6.4,5.826
6.5,5.731
6.6,5.548
6.7,5.359
6.8,5.383
6.9,5.493
7.0,5.673
7.1,5.655
7.2,5.508
7.3,5.408
7.4,5.350
7.5,5.441
7.6,5.493
7.7,5.432
7.8,5.350
7.9,5.310
8.0,5.462
8.1,5.566
8.2,5.554
8.3,5.435
8.4,5.087
8.5,5.005
8.6,5.087
8.7,5.560
8.8,5.722
8.9,5.627
9.0,5.298
9.1,4.882
9.2,4.791
9.3,4.956
9.4,5.591
9.5,5.798
9.6,5.606
9.7,5.041
9.8,4.654
9.9,4.541
10.0,4.782
10.1,5.462
10.2,5.655
10.3,5.536
10.4,4.968
10.5,4.632
10.6,4.541
10.7,4.779
10.8,5.301
10.9,5.444
11.0,5.356
11.1,4.895
11.2,4.785
11.3,4.687
11.4,4.904
11.5,5.240
11.6,5.343
11.7,5.252
11.8,4.989
11.9,4.977
12.0,5.053
12.1,5.243
12.2,5.392
12.3,5.395
12.4,5.343
12.5,5.218
12.6,5.279
12.7,5.404
12.8,5.566
12.9,5.655
13.0,5.566
13.1,5.569
13.2,5.505
13.3,5.582
13.4,5.694
13.5,5.829
13.6,5.868
13.7,5.789
13.8,5.774
13.9,5.771
14.0,5.835
14.1,5.917
14.2,5.981
14.3,5.978
14.4,5.933
14.5,5.933
14.6,5.951
14.7,5.987
14.8,6.009
14.9,5.997
15.0,5.978
15.1,5.957
15.2,5.972
15.3,5.991
15.4,6.018
15.5,6.009
15.6,5.954
15.7,5.917
15.8,5.902
15.9,5.933
16.0,5.945
16.1,5.981
16.2,5.963
16.3,5.914
16.4,5.871
16.5,5.865
16.6,5.902
16.7,5.911
16.8,5.939
16.9,5.926
17.0,5.899
17.1,5.871
17.2,5.887
17.3,5.893
17.4,5.926
17.5,5.942
17.6,5.936
17.7,5.926
17.8,5.923
17.9,5.933
18.0,5.948
18.1,5.969
18.2,5.975
18.3,5.972
18.4,5.978
18.5,5.978
18.6,5.984
18.7,5.997
18.8,6.018
18.9,6.012
19.0,6.018
19.1,6.018
19.2,6.006
19.3,6.009
19.4,6.015
19.5,6.024
19.6,6.030
19.7,6.033
19.8,6.030
19.9,6.033
20.0,6.030
20.1,6.036
20.2,6.036
20.3,6.036
20.4,6.024
20.5,6.036
20.6,6.024
20.7,6.033
20.8,6.030
20.9,6.036
21.0,6.030
21.1,6.024
21.2,6.018
21.3,6.015
21.4,6.015
21.5,6.012
21.6,6.021
21.7,6.018
21.8,6.021
21.9,6.018
22.0,6.012
22.1,6.015
22.2,6.012
22.3,6.003
22.4,6.006
22.5,6.015
22.6,6.021
22.7,6.027
22.8,6.012
22.9,6.018
23.0,6.021
23.1,6.018
23.2,6.024
23.3,6.018
23.4,6.018
23.5,6.018
23.6,6.024
23.7,6.015
23.8,6.021
23.9,6.024
24.0,6.024
24.1,6.030
24.2,6.024
24.3,6.030
24.4,6.030
24.5,6.036
24.6,6.030
24.7,6.036
24.8,6.039
24.9,6.036
25.0,6.039
25.1,6.030
25.2,6.030
25.3,6.036
25.4,6.036
25.5,6.039
25.6,6.036
25.7,6.039
25.8,6.039
25.9,6.030
26.0,6.042
26.1,6.039
26.2,6.045
26.3,6.036
26.4,6.039
26.5,6.033
26.6,6.042
26.7,6.042
26.8,6.045
26.9,6.039
27.0,6.033
27.1,6.033
27.2,6.042
27.3,6.036
