"Time","Potential"
0.0,4.208
0.1,4.235
0.2,4.263
0.3,4.235
0.4,4.269
0.5,4.278
0.6,4.248
0.7,4.257
0.8,4.235
0.9,4.235
1.0,4.269
1.1,4.254
1.2,4.248
1.3,4.223
1.4,4.284
1.5,4.248
1.6,4.266
1.7,4.217
1.8,4.211
1.9,4.248
2.0,4.235
2.1,4.211
2.2,4.251
2.3,4.232
2.4,4.266
2.5,4.226
2.6,4.257
2.7,4.238
2.8,4.214
2.9,4.214
3.0,4.248
3.1,4.150
3.2,4.248
3.3,4.187
3.4,4.187
3.5,4.220
3.6,4.199
3.7,4.245
3.8,4.187
3.9,4.241
4.0,4.226
4.1,4.238
4.2,4.251
4.3,4.238
4.4,4.284
4.5,4.245
4.6,4.205
4.7,4.199
4.8,4.190
4.9,4.275
5.0,4.232
5.1,4.180
5.2,4.211
5.3,4.257
5.4,4.278
5.5,4.254
5.6,4.235
5.7,4.217
5.8,4.223
5.9,4.217
6.0,4.217
6.1,4.245
6.2,4.245
6.3,4.217
6.4,4.187
6.5,4.208
6.6,4.226
6.7,4.196
6.8,4.211
6.9,4.226
7.0,4.196
7.1,4.223
7.2,4.208
7.3,4.245
7.4,4.266
7.5,4.241
7.6,4.193
7.7,4.241
7.8,4.199
7.9,4.214
8.0,4.205
8.1,4.241
8.2,4.232
8.3,4.214
8.4,4.196
8.5,4.235
8.6,4.199
8.7,4.092
8.8,4.196
8.9,4.177
9.0,4.223
9.1,4.177
9.2,4.235
9.3,4.263
9.4,4.196
9.5,4.180
9.6,4.223
9.7,4.150
9.8,4.144
9.9,4.199
10.0,4.171
10.1,4.141
10.2,4.232
10.3,4.205
10.4,4.202
10.5,4.174
10.6,4.217
10.7,4.217
10.8,4.180
10.9,4.245
11.0,4.159
11.1,4.171
11.2,4.193
11.3,4.190
11.4,4.199
11.5,4.208
11.6,4.257
11.7,4.235
11.8,4.168
11.9,4.196
12.0,4.177
12.1,4.193
12.2,4.190
12.3,4.241
12.4,4.220
12.5,4.241
12.6,4.223
12.7,4.217
12.8,4.208
12.9,4.269
13.0,4.241
13.1,4.177
13.2,4.205
13.3,4.241
13.4,4.208
13.5,4.251
13.6,4.260
13.7,4.229
13.8,4.232
13.9,4.223
14.0,4.251
14.1,4.238
14.2,4.226
14.3,4.235
14.4,4.260
14.5,4.241
14.6,4.226
14.7,4.251
14.8,4.193
14.9,4.226
15.0,4.190
15.1,4.208
15.2,4.199
15.3,4.187
15.4,4.205
15.5,4.217
15.6,4.238
15.7,4.235
15.8,4.211
15.9,4.226
16.0,4.220
16.1,4.208
16.2,4.183
16.3,4.144
16.4,4.241
16.5,4.196
16.6,4.205
16.7,4.107
16.8,4.208
16.9,4.238
17.0,4.208
17.1,4.141
17.2,4.223
17.3,4.171
17.4,4.232
17.5,4.162
17.6,4.180
17.7,4.183
17.8,4.168
17.9,4.156
18.0,4.171
18.1,4.235
18.2,4.193
18.3,4.190
18.4,4.193
18.5,4.129
18.6,4.113
18.7,4.168
18.8,4.153
18.9,4.174
19.0,4.193
19.1,4.141
19.2,4.159
19.3,4.150
19.4,4.129
19.5,4.092
19.6,4.107
19.7,4.095
19.8,4.110
19.9,4.162
20.0,4.135
20.1,4.132
20.2,4.119
20.3,4.107
20.4,4.074
20.5,4.061
20.6,4.040
20.7,4.064
20.8,4.019
20.9,4.071
21.0,4.074
21.1,4.083
21.2,4.071
21.3,4.077
21.4,4.055
21.5,4.046
21.6,4.043
21.7,4.055
21.8,4.092
