"Time","Potential"
0.0,5.780
0.1,5.755
0.2,5.722
0.3,5.694
0.4,5.685
0.5,5.676
0.6,5.682
0.7,5.676
0.8,5.664
0.9,5.670
1.0,5.627
1.1,5.609
1.2,5.606
1.3,5.649
1.4,5.661
1.5,5.691
1.6,5.722
1.7,5.701
1.8,5.679
1.9,5.691
2.0,5.719
2.1,5.746
2.2,5.783
2.3,5.804
2.4,5.810
2.5,5.789
2.6,5.810
2.7,5.807
2.8,5.789
2.9,5.823
3.0,5.807
3.1,5.807
3.2,5.810
3.3,5.765
3.4,5.725
3.5,5.633
3.6,5.603
3.7,5.585
3.8,5.530
3.9,5.582
4.0,5.462
4.1,5.353
4.2,5.240
4.3,5.136
4.4,5.206
4.5,5.050
4.6,5.087
4.7,4.922
4.8,4.791
4.9,4.745
5.0,4.629
5.1,4.708
5.2,4.574
5.3,4.513
5.4,4.406
5.5,4.406
5.6,4.522
5.7,4.422
5.8,4.296
5.9,4.199
6.0,4.132
6.1,4.272
6.2,4.333
6.3,4.418
6.4,4.336
6.5,4.040
6.6,4.022
6.7,4.144
6.8,4.583
6.9,4.626
7.0,4.422
7.1,4.211
7.2,3.988
7.3,4.238
7.4,4.388
7.5,4.840
7.6,4.818
7.7,4.357
7.8,4.125
7.9,4.156
8.0,4.614
8.1,4.748
8.2,4.855
8.3,4.657
8.4,4.315
8.5,4.284
8.6,4.406
8.7,4.879
8.8,4.846
8.9,4.712
9.0,4.525
9.1,4.431
9.2,4.605
9.3,4.647
9.4,4.800
9.5,4.776
9.6,4.663
9.7,4.745
9.8,4.763
9.9,4.864
10.0,4.858
10.1,4.818
10.2,4.864
10.3,4.971
10.4,5.105
10.5,5.127
10.6,5.050
10.7,5.063
10.8,5.157
10.9,5.350
11.0,5.411
11.1,5.322
11.2,5.325
11.3,5.301
11.4,5.423
11.5,5.530
11.6,5.542
11.7,5.551
11.8,5.444
11.9,5.493
12.0,5.600
12.1,5.697
12.2,5.694
12.3,5.554
12.4,5.539
12.5,5.609
12.6,5.701
12.7,5.762
12.8,5.667
12.9,5.633
13.0,5.594
13.1,5.639
13.2,5.762
13.3,5.752
13.4,5.707
13.5,5.566
13.6,5.575
13.7,5.661
13.8,5.749
13.9,5.743
14.0,5.627
14.1,5.603
14.2,5.578
14.3,5.639
14.4,5.719
14.5,5.701
14.6,5.685
14.7,5.536
14.8,5.554
14.9,5.630
15.0,5.694
15.1,5.704
15.2,5.591
15.3,5.609
15.4,5.569
15.5,5.612
15.6,5.670
15.7,5.652
15.8,5.655
15.9,5.563
16.0,5.591
16.1,5.624
16.2,5.661
16.3,5.670
16.4,5.609
16.5,5.624
16.6,5.609
16.7,5.636
16.8,5.652
16.9,5.627
17.0,5.627
17.1,5.636
17.2,5.667
17.3,5.652
17.4,5.649
17.5,5.652
17.6,5.615
17.7,5.652
17.8,5.664
17.9,5.685
18.0,5.688
18.1,5.691
18.2,5.673
18.3,5.664
18.4,5.664
18.5,5.664
18.6,5.658
18.7,5.673
18.8,5.685
18.9,5.701
19.0,5.694
19.1,5.697
19.2,5.713
19.3,5.719
19.4,5.725
19.5,5.719
19.6,5.713
19.7,5.713
19.8,5.719
19.9,5.728
20.0,5.725
20.1,5.716
20.2,5.716
20.3,5.713
20.4,5.722
20.5,5.719
20.6,5.710
20.7,5.707
20.8,5.722
20.9,5.716
21.0,5.710
21.1,5.713
21.2,5.710
21.3,5.725
21.4,5.722
21.5,5.719
21.6,5.716
21.7,5.725
21.8,5.704
21.9,5.719
