0.000000000000000000e+00,5.880647130649999887e+00
1.000000000000000056e-01,5.752442002439999591e+00
2.000000000000000111e-01,5.602869352869999986e+00
2.999999999999999889e-01,5.447191697190000070e+00
4.000000000000000222e-01,5.315934065929999619e+00
5.000000000000000000e-01,5.248778998779999760e+00
5.999999999999999778e-01,5.355616605619999859e+00
6.999999999999999556e-01,5.541819291820000437e+00
8.000000000000000444e-01,5.694444444440000197e+00
9.000000000000000222e-01,5.804334554329999563e+00
1.000000000000000000e+00,5.804334554329999563e+00
1.100000000000000089e+00,5.682234432229999577e+00
1.199999999999999956e+00,5.416666666670000296e+00
1.300000000000000044e+00,5.181623931619999901e+00
1.399999999999999911e+00,4.934371184369999774e+00
1.500000000000000000e+00,4.873321123320000225e+00
1.600000000000000089e+00,4.934371184369999774e+00
1.699999999999999956e+00,5.160256410259999704e+00
1.800000000000000044e+00,5.428876678880000028e+00
1.899999999999999911e+00,5.663919413920000423e+00
2.000000000000000000e+00,5.709706959710000085e+00
2.100000000000000089e+00,5.544871794869999704e+00
2.200000000000000178e+00,5.227411477409999563e+00
2.299999999999999822e+00,4.845848595849999718e+00
2.399999999999999911e+00,4.549755799759999775e+00
2.500000000000000000e+00,4.445970695969999831e+00
2.600000000000000089e+00,4.607753357750000056e+00
2.700000000000000178e+00,4.873321123320000225e+00
2.799999999999999822e+00,5.248778998779999760e+00
2.899999999999999911e+00,5.532661782659999972e+00
3.000000000000000000e+00,5.645604395600000380e+00
3.100000000000000089e+00,5.547924297919999859e+00
3.200000000000000178e+00,5.138888888890000395e+00
3.299999999999999822e+00,4.644383394380000141e+00
3.399999999999999911e+00,4.366605616610000240e+00
3.500000000000000000e+00,4.235347985349999789e+00
3.600000000000000089e+00,4.323870573869999845e+00
3.700000000000000178e+00,4.699328449330000268e+00
3.799999999999999822e+00,5.151098901100000127e+00
3.899999999999999911e+00,5.523504273500000394e+00
4.000000000000000000e+00,5.599816849819999831e+00
4.099999999999999645e+00,5.410561660559999986e+00
4.200000000000000178e+00,5.074786324789999803e+00
4.299999999999999822e+00,4.656593406589999873e+00
4.400000000000000355e+00,4.329975579980000155e+00
4.500000000000000000e+00,4.186507936509999972e+00
4.599999999999999645e+00,4.247557997560000409e+00
4.700000000000000178e+00,4.626068376070000099e+00
4.799999999999999822e+00,5.126678876679999775e+00
4.900000000000000355e+00,5.499084249080000042e+00
5.000000000000000000e+00,5.621184371180000028e+00
5.099999999999999645e+00,5.505189255190000353e+00
5.200000000000000178e+00,5.068681318680000381e+00
5.299999999999999822e+00,4.656593406589999873e+00
5.400000000000000355e+00,4.500915750919999958e+00
5.500000000000000000e+00,4.455128205130000296e+00
5.599999999999999645e+00,4.671855921859999761e+00
5.700000000000000178e+00,5.041208791209999873e+00
5.799999999999999822e+00,5.331196581200000395e+00
5.900000000000000355e+00,5.547924297919999859e+00
6.000000000000000000e+00,5.615079365079999718e+00
6.099999999999999645e+00,5.462454212449999957e+00
6.200000000000000178e+00,5.322039072039999930e+00
6.299999999999999822e+00,5.050366300370000339e+00
6.400000000000000355e+00,4.855006105010000184e+00
6.500000000000000000e+00,4.867216117219999916e+00
6.599999999999999645e+00,4.998473748470000366e+00
6.700000000000000178e+00,5.184676434680000057e+00
6.799999999999999822e+00,5.465506715510000113e+00
6.900000000000000355e+00,5.612026862029999563e+00
7.000000000000000000e+00,5.605921855920000141e+00
7.099999999999999645e+00,5.505189255190000353e+00
7.200000000000000178e+00,5.376984126980000056e+00
7.299999999999999822e+00,5.297619047619999577e+00
7.400000000000000355e+00,5.297619047619999577e+00
7.500000000000000000e+00,5.367826617829999591e+00
7.599999999999999645e+00,5.453296703300000381e+00
7.700000000000000178e+00,5.557081807080000324e+00
