"Time","Potential"
0.0,6.024
0.1,6.024
0.2,6.012
0.3,6.024
0.4,6.027
0.5,6.024
0.6,6.021
0.7,6.024
0.8,6.027
0.9,6.021
1.0,6.030
1.1,6.018
1.2,6.024
1.3,6.024
1.4,6.021
1.5,6.015
1.6,6.024
1.7,6.021
1.8,6.018
1.9,6.012
2.0,6.009
2.1,6.018
2.2,6.015
2.3,6.015
2.4,6.012
2.5,6.012
2.6,6.000
2.7,6.003
2.8,5.997
2.9,6.003
3.0,6.003
3.1,6.009
3.2,6.006
3.3,6.015
3.4,6.012
3.5,6.009
3.6,6.000
3.7,5.997
3.8,6.009
3.9,6.012
4.0,6.015
4.1,6.009
4.2,6.012
4.3,6.009
4.4,6.000
4.5,6.006
4.6,6.000
4.7,6.012
4.8,6.024
4.9,6.021
5.0,6.030
5.1,6.024
5.2,6.012
5.3,6.015
5.4,6.018
5.5,6.018
5.6,6.024
5.7,6.027
5.8,6.030
5.9,6.030
6.0,6.030
6.1,6.024
6.2,6.018
6.3,6.015
6.4,6.015
6.5,6.012
6.6,6.009
6.7,6.012
6.8,6.012
6.9,6.006
7.0,5.997
7.1,5.984
7.2,5.981
7.3,5.978
7.4,5.966
7.5,5.981
7.6,5.972
7.7,5.966
7.8,5.945
7.9,5.933
8.0,5.929
8.1,5.939
8.2,5.945
8.3,5.954
8.4,5.948
8.5,5.914
8.6,5.911
8.7,5.896
8.8,5.902
8.9,5.911
9.0,5.945
9.1,5.942
9.2,5.933
9.3,5.871
9.4,5.887
9.5,5.884
9.6,5.911
9.7,5.945
9.8,5.978
9.9,5.987
10.0,5.954
10.1,5.914
10.2,5.929
10.3,5.939
10.4,5.951
10.5,5.997
10.6,6.015
10.7,6.003
10.8,5.963
10.9,5.960
11.0,5.957
11.1,5.981
11.2,5.997
11.3,6.000
11.4,5.954
11.5,5.923
11.6,5.939
11.7,5.929
11.8,5.972
11.9,5.975
12.0,5.917
12.1,5.841
12.2,5.749
12.3,5.719
12.4,5.823
12.5,5.780
12.6,5.841
12.7,5.768
12.8,5.618
12.9,5.514
13.0,5.398
13.1,5.527
13.2,5.588
13.3,5.575
13.4,5.551
13.5,5.401
13.6,5.243
13.7,5.230
13.8,5.124
13.9,5.435
14.0,5.429
14.1,5.319
14.2,5.105
14.3,4.944
14.4,4.931
14.5,5.066
14.6,5.261
14.7,5.411
14.8,5.350
14.9,4.937
15.0,4.733
15.1,4.614
15.2,5.050
15.3,5.114
15.4,5.551
15.5,5.346
15.6,5.221
15.7,4.574
15.8,4.492
15.9,4.803
16.0,5.432
16.1,5.621
16.2,5.560
16.3,5.383
16.4,4.879
16.5,4.611
16.6,4.675
16.7,5.453
16.8,5.740
16.9,5.838
17.0,5.270
17.1,5.197
17.2,4.794
17.3,4.925
17.4,5.087
17.5,5.685
17.6,5.734
17.7,5.597
17.8,5.212
17.9,5.185
18.0,5.160
18.1,5.340
18.2,5.514
18.3,5.578
18.4,5.511
18.5,5.340
18.6,5.292
18.7,5.356
18.8,5.548
18.9,5.575
19.0,5.469
19.1,5.343
19.2,5.322
19.3,5.475
19.4,5.575
19.5,5.746
19.6,5.673
19.7,5.563
19.8,5.304
19.9,5.331
20.0,5.554
20.1,5.820
20.2,5.881
20.3,5.649
20.4,5.542
20.5,5.420
20.6,5.527
20.7,5.676
20.8,5.914
20.9,5.929
21.0,5.810
21.1,5.530
21.2,5.539
21.3,5.655
21.4,5.820
21.5,5.951
21.6,5.899
21.7,5.838
21.8,5.691
21.9,5.701
22.0,5.765
22.1,5.936
22.2,5.951
22.3,5.878
22.4,5.755
22.5,5.737
22.6,5.774
22.7,5.865
22.8,5.948
22.9,5.917
23.0,5.871
23.1,5.752
23.2,5.749
23.3,5.810
23.4,5.917
23.5,5.939
23.6,5.899
23.7,5.807
23.8,5.752
23.9,5.774
24.0,5.801
24.1,5.911
24.2,5.923
24.3,5.896
24.4,5.801
24.5,5.774
24.6,5.771
24.7,5.835
24.8,5.853
24.9,5.905
25.0,5.881
25.1,5.847
25.2,5.786
25.3,5.783
25.4,5.804
25.5,5.820
25.6,5.838
25.7,5.865
25.8,5.859
25.9,5.856
26.0,5.853
26.1,5.838
26.2,5.838
26.3,5.823
26.4,5.829
26.5,5.865
26.6,5.896
26.7,5.914
26.8,5.926
26.9,5.893
27.0,5.853
27.1,5.850
27.2,5.899
27.3,5.911
27.4,5.948
27.5,5.954
27.6,5.957
27.7,5.899
27.8,5.890
27.9,5.893
28.0,5.933
28.1,5.951
28.2,5.978
28.3,5.978
28.4,5.945
28.5,5.929
28.6,5.920
28.7,5.933
28.8,5.948
28.9,5.951
29.0,5.942
29.1,5.929
29.2,5.905
29.3,5.920
29.4,5.899
29.5,5.917
29.6,5.905
29.7,5.908
29.8,5.893
29.9,5.878
30.0,5.856
30.1,5.835
30.2,5.832
30.3,5.820
30.4,5.813
30.5,5.813
