"Time","Potential"
0.0,6.030
0.1,6.030
0.2,6.030
0.3,6.033
0.4,6.030
0.5,6.030
0.6,6.036
0.7,6.027
0.8,6.027
0.9,6.030
1.0,6.024
1.1,6.036
1.2,6.039
1.3,6.036
1.4,6.030
1.5,6.030
1.6,6.036
1.7,6.024
1.8,6.033
1.9,6.030
2.0,6.036
2.1,6.033
2.2,6.033
2.3,6.039
2.4,6.036
2.5,6.039
2.6,6.036
2.7,6.036
2.8,6.033
2.9,6.030
3.0,6.033
3.1,6.033
3.2,6.036
3.3,6.036
3.4,6.036
3.5,6.036
3.6,6.033
3.7,6.033
3.8,6.024
3.9,6.021
4.0,6.027
4.1,6.006
4.2,6.024
4.3,6.021
4.4,6.015
4.5,6.009
4.6,6.003
4.7,5.994
4.8,6.006
4.9,6.009
5.0,6.006
5.1,6.003
5.2,6.000
5.3,5.984
5.4,5.975
5.5,5.981
5.6,5.987
5.7,5.978
5.8,5.984
5.9,5.972
6.0,5.975
6.1,5.960
6.2,5.957
6.3,5.981
6.4,5.981
6.5,5.987
6.6,5.981
6.7,5.969
6.8,5.969
6.9,5.966
7.0,5.978
7.1,6.003
7.2,5.997
7.3,6.012
7.4,5.991
7.5,5.984
7.6,5.975
7.7,5.997
7.8,6.015
7.9,6.030
8.0,6.018
8.1,6.027
8.2,6.000
8.3,6.003
8.4,6.012
8.5,6.027
8.6,6.027
8.7,6.009
8.8,5.994
8.9,5.978
9.0,6.000
9.1,5.987
9.2,6.006
9.3,5.991
9.4,5.951
9.5,5.926
9.6,5.887
9.7,5.896
9.8,5.917
9.9,5.899
10.0,5.893
10.1,5.853
10.2,5.777
10.3,5.749
10.4,5.694
10.5,5.755
10.6,5.755
10.7,5.749
10.8,5.685
10.9,5.597
11.0,5.502
11.1,5.484
11.2,5.493
11.3,5.582
11.4,5.551
11.5,5.469
11.6,5.383
11.7,5.282
11.8,5.301
11.9,5.319
12.0,5.401
12.1,5.408
12.2,5.389
12.3,5.148
12.4,5.041
12.5,4.974
12.6,5.197
12.7,5.206
12.8,5.383
12.9,5.292
13.0,5.179
13.1,4.815
