"Time","Potential"
0.0,4.006
0.1,3.915
0.2,3.701
0.3,3.646
0.4,3.436
0.5,3.466
0.6,3.390
0.7,3.417
0.8,3.396
0.9,3.567
1.0,3.594
1.1,3.762
1.2,3.802
1.3,4.013
1.4,4.187
1.5,4.306
1.6,4.528
1.7,4.654
1.8,4.904
1.9,4.919
2.0,5.118
2.1,5.215
2.2,5.325
2.3,5.432
2.4,5.472
2.5,5.566
2.6,5.615
2.7,5.652
2.8,5.682
2.9,5.710
3.0,5.737
3.1,5.774
3.2,5.798
3.3,5.817
3.4,5.844
3.5,5.850
3.6,5.868
3.7,5.875
3.8,5.871
3.9,5.887
4.0,5.887
4.1,5.881
4.2,5.868
4.3,5.853
4.4,5.835
4.5,5.810
4.6,5.765
4.7,5.737
4.8,5.652
4.9,5.615
5.0,5.484
5.1,5.444
5.2,5.295
5.3,5.176
5.4,5.060
5.5,4.852
5.6,4.794
5.7,4.522
5.8,4.458
5.9,4.324
6.0,4.229
6.1,4.113
6.2,3.979
6.3,3.887
6.4,3.875
6.5,3.863
6.6,3.909
6.7,3.967
6.8,3.979
6.9,4.138
7.0,4.193
7.1,4.327
7.2,4.403
7.3,4.657
7.4,4.736
7.5,4.940
7.6,5.035
7.7,5.151
7.8,5.292
7.9,5.371
8.0,5.469
8.1,5.514
8.2,5.603
8.3,5.639
8.4,5.685
8.5,5.737
8.6,5.752
8.7,5.801
8.8,5.801
8.9,5.856
9.0,5.853
9.1,5.896
9.2,5.923
9.3,5.939
9.4,5.969
9.5,5.972
9.6,5.997
9.7,6.003
9.8,6.024
9.9,6.021
10.0,6.036
10.1,6.030
10.2,6.033
10.3,6.039
10.4,6.033
10.5,6.033
10.6,6.042
10.7,6.036
10.8,6.042
10.9,6.039
11.0,6.055
11.1,6.055
11.2,6.049
11.3,6.064
11.4,6.064
11.5,6.070
11.6,6.067
11.7,6.070
11.8,6.070
11.9,6.076
12.0,6.070
12.1,6.073
12.2,6.079
12.3,6.073
12.4,6.070
12.5,6.073
12.6,6.073
12.7,6.073
12.8,6.073
12.9,6.076
13.0,6.061
13.1,6.073
13.2,6.076
13.3,6.064
13.4,6.055
13.5,6.055
13.6,6.055
13.7,6.049
13.8,6.042
13.9,6.049
14.0,6.055
14.1,6.052
14.2,6.045
14.3,6.055
14.4,6.055
14.5,6.061
14.6,6.064
14.7,6.055
14.8,6.070
14.9,6.067
15.0,6.064
15.1,6.076
15.2,6.070
15.3,6.070
15.4,6.073
15.5,6.073
15.6,6.073
15.7,6.079
15.8,6.079
15.9,6.070
16.0,6.067
16.1,6.061
16.2,6.055
16.3,6.055
16.4,6.045
16.5,6.036
16.6,6.036
16.7,6.009
16.8,6.021
16.9,6.003
17.0,6.006
17.1,5.994
17.2,6.000
17.3,6.003
17.4,6.003
17.5,6.006
17.6,6.003
17.7,5.994
17.8,5.991
17.9,5.987
18.0,5.957
18.1,5.926
18.2,5.908
18.3,5.847
18.4,5.807
18.5,5.749
18.6,5.710
18.7,5.643
18.8,5.563
18.9,5.496
19.0,5.401
19.1,5.368
19.2,5.255
19.3,5.221
19.4,5.063
19.5,4.980
19.6,4.834
19.7,4.715
19.8,4.550
19.9,4.333
20.0,4.174
20.1,3.790
20.2,3.704
20.3,3.307
20.4,3.097
20.5,2.908
20.6,2.492
20.7,2.410
20.8,2.132
20.9,2.065
21.0,1.879
21.1,1.793
21.2,1.732
21.3,1.616
21.4,1.714
21.5,1.806
21.6,1.827
21.7,2.050
21.8,2.172
21.9,2.361
22.0,2.578
22.1,2.785
22.2,3.240
22.3,3.280
22.4,3.686
22.5,3.860
22.6,4.110
22.7,4.373
22.8,4.534
22.9,4.760
23.0,4.870
23.1,5.066
23.2,5.102
23.3,5.243
23.4,5.307
23.5,5.404
23.6,5.466
23.7,5.508
23.8,5.597
23.9,5.627
24.0,5.704
24.1,5.737
24.2,5.795
24.3,5.841
24.4,5.881
24.5,5.942
24.6,5.948
24.7,5.981
24.8,5.994
24.9,6.018
25.0,6.024
25.1,6.012
25.2,6.021
25.3,6.018
25.4,6.021
25.5,6.012
25.6,6.021
25.7,6.018
25.8,6.018
25.9,6.015
26.0,6.021
26.1,6.042
26.2,6.042
26.3,6.049
26.4,6.058
26.5,6.067
26.6,6.073
26.7,6.070
26.8,6.076
26.9,6.073
27.0,6.079
27.1,6.079
27.2,6.079
27.3,6.076
27.4,6.082
27.5,6.082
27.6,6.079
27.7,6.079
27.8,6.079
27.9,6.079
28.0,6.082
28.1,6.079
28.2,6.073
28.3,6.085
28.4,6.079
28.5,6.076
28.6,6.067
28.7,6.076
28.8,6.079
28.9,6.073
29.0,6.070
29.1,6.073
29.2,6.079
29.3,6.076
29.4,6.079
29.5,6.082
29.6,6.076
29.7,6.076
29.8,6.079
29.9,6.085
30.0,6.082
30.1,6.085
30.2,6.079
30.3,6.088
30.4,6.085
30.5,6.088
30.6,6.082
30.7,6.079
30.8,6.088
30.9,6.088
31.0,6.082
31.1,6.085
31.2,6.082
31.3,6.085
31.4,6.082
31.5,6.085
31.6,6.082
31.7,6.085
31.8,6.082
31.9,6.079
32.0,6.088
32.1,6.079
32.2,6.082
32.3,6.082
32.4,6.079
32.5,6.085
32.6,6.085
32.7,6.085
32.8,6.091
32.9,6.088
33.0,6.085
33.1,6.082
33.2,6.082
33.3,6.091
33.4,6.088
33.5,6.082
33.6,6.076
33.7,6.079
33.8,6.079
33.9,6.082
34.0,6.076
34.1,6.085
34.2,6.082
34.3,6.079
34.4,6.070
34.5,6.079
34.6,6.073
34.7,6.076
34.8,6.076
34.9,6.079
35.0,6.073
35.1,6.073
35.2,6.079
35.3,6.073
35.4,6.079
35.5,6.076
35.6,6.079
35.7,6.076
35.8,6.082
35.9,6.076
36.0,6.076
36.1,6.076
36.2,6.076
36.3,6.073
36.4,6.070
36.5,6.073
36.6,6.073
36.7,6.082
36.8,6.082
36.9,6.073
37.0,6.079
37.1,6.076
37.2,6.073
37.3,6.079
37.4,6.079
37.5,6.076
37.6,6.079
37.7,6.079
37.8,6.073
37.9,6.076
38.0,6.073
38.1,6.079
38.2,6.073
38.3,6.079
38.4,6.082
38.5,6.076
38.6,6.082
