"Time","Potential"
0.0,4.321
0.1,4.306
0.2,4.315
0.3,4.275
0.4,4.257
0.5,4.245
0.6,4.275
0.7,4.245
0.8,4.336
0.9,4.330
1.0,4.327
1.1,4.339
1.2,4.306
1.3,4.318
1.4,4.303
1.5,4.278
1.6,4.275
1.7,4.272
1.8,4.266
1.9,4.287
2.0,4.281
2.1,4.278
2.2,4.303
2.3,4.315
2.4,4.339
2.5,4.339
2.6,4.315
2.7,4.278
2.8,4.309
2.9,4.278
3.0,4.272
3.1,4.290
3.2,4.254
3.3,4.361
3.4,4.290
3.5,4.318
3.6,4.312
3.7,4.309
3.8,4.290
3.9,4.272
4.0,4.351
4.1,4.275
4.2,4.293
4.3,4.296
4.4,4.296
4.5,4.257
4.6,4.266
4.7,4.269
4.8,4.278
4.9,4.281
5.0,4.232
5.1,4.272
5.2,4.312
5.3,4.266
5.4,4.235
5.5,4.226
5.6,4.223
5.7,4.229
5.8,4.257
5.9,4.208
6.0,4.235
6.1,4.245
6.2,4.241
6.3,4.284
6.4,4.238
6.5,4.251
6.6,4.232
6.7,4.245
6.8,4.223
6.9,4.205
7.0,4.254
7.1,4.232
7.2,4.238
7.3,4.257
7.4,4.278
7.5,4.290
7.6,4.266
7.7,4.199
7.8,4.193
7.9,4.171
8.0,4.235
8.1,4.223
8.2,4.205
8.3,4.269
8.4,4.303
8.5,4.248
8.6,4.254
8.7,4.205
8.8,4.208
8.9,4.205
9.0,4.196
9.1,4.174
9.2,4.187
9.3,4.177
9.4,4.202
9.5,4.159
9.6,4.214
9.7,4.232
9.8,4.208
9.9,4.266
10.0,4.199
10.1,4.199
10.2,4.190
10.3,4.193
10.4,4.226
10.5,4.183
10.6,4.260
10.7,4.208
10.8,4.248
10.9,4.232
11.0,4.223
11.1,4.205
11.2,4.193
11.3,4.202
11.4,4.223
11.5,4.147
11.6,4.193
11.7,4.214
11.8,4.199
11.9,4.245
12.0,4.232
12.1,4.180
12.2,4.202
12.3,4.257
12.4,4.177
12.5,4.217
12.6,4.180
12.7,4.159
12.8,4.162
12.9,4.232
13.0,4.110
13.1,4.168
13.2,4.229
13.3,4.241
13.4,4.180
13.5,4.177
13.6,4.177
13.7,4.202
13.8,4.214
13.9,4.232
14.0,4.202
14.1,4.214
14.2,4.168
14.3,4.196
14.4,4.132
14.5,4.214
14.6,4.220
14.7,4.211
14.8,4.162
14.9,4.217
15.0,4.226
15.1,4.266
15.2,4.144
15.3,4.223
15.4,4.159
15.5,4.135
15.6,4.174
15.7,4.196
15.8,4.171
15.9,4.202
16.0,4.165
16.1,4.245
16.2,4.156
16.3,4.183
16.4,4.119
16.5,4.196
16.6,4.150
16.7,4.147
16.8,4.159
16.9,4.132
17.0,4.113
17.1,4.049
17.2,4.156
17.3,4.058
17.4,4.031
17.5,4.025
17.6,4.040
17.7,3.976
17.8,3.961
17.9,4.013
18.0,4.016
18.1,4.028
18.2,3.979
18.3,3.988
18.4,3.948
18.5,3.857
18.6,3.811
18.7,3.802
18.8,3.771
18.9,3.784
19.0,3.729
19.1,3.768
19.2,3.835
19.3,3.829
19.4,3.768
19.5,3.719
19.6,3.649
19.7,3.527
19.8,3.478
19.9,3.533
20.0,3.582
20.1,3.674
20.2,3.643
20.3,3.613
20.4,3.558
20.5,3.539
20.6,3.500
20.7,3.359
20.8,3.356
20.9,3.356
21.0,3.387
21.1,3.402
21.2,3.555
21.3,3.579
21.4,3.564
21.5,3.503
21.6,3.268
21.7,3.286
21.8,3.283
21.9,3.298
22.0,3.375
22.1,3.445
22.2,3.460
22.3,3.555
22.4,3.652
22.5,3.622
22.6,3.600
22.7,3.454
22.8,3.420
22.9,3.387
23.0,3.433
23.1,3.518
23.2,3.637
23.3,3.677
23.4,3.750
23.5,3.787
23.6,3.732
23.7,3.777
23.8,3.753
23.9,3.701
24.0,3.692
24.1,3.726
24.2,3.811
24.3,3.848
24.4,3.893
24.5,3.906
24.6,3.939
24.7,3.948
24.8,3.921
24.9,3.964
25.0,3.927
25.1,3.939
25.2,3.927
25.3,3.945
25.4,3.976
25.5,4.003
25.6,4.110
25.7,4.125
25.8,4.049
25.9,4.141
26.0,4.064
26.1,4.071
26.2,4.116
26.3,4.049
26.4,4.107
26.5,4.095
26.6,4.110
26.7,4.089
26.8,4.150
26.9,4.104
27.0,4.208
27.1,4.196
27.2,4.162
27.3,4.180
27.4,4.110
27.5,4.150
27.6,4.080
27.7,4.165
27.8,4.168
27.9,4.199
28.0,4.199
28.1,4.211
28.2,4.187
28.3,4.183
28.4,4.174
28.5,4.165
28.6,4.089
28.7,4.135
28.8,4.077
28.9,4.110
29.0,4.147
29.1,4.196
29.2,4.138
29.3,4.095
29.4,4.196
29.5,4.107
29.6,4.095
29.7,4.144
29.8,4.040
29.9,4.086
30.0,4.077
30.1,4.025
30.2,4.074
30.3,4.138
30.4,4.058
30.5,4.077
30.6,4.046
30.7,4.028
30.8,4.022
30.9,4.019
31.0,4.037
31.1,4.074
31.2,3.988
31.3,3.988
31.4,4.074
31.5,4.080
31.6,4.061
31.7,4.022
31.8,4.089
31.9,4.022
32.0,4.074
32.1,4.080
32.2,4.092
32.3,4.019
32.4,4.104
32.5,4.052
32.6,4.040
32.7,4.058
32.8,3.994
