"Time","Potential"
0.0,4.110
0.1,4.190
0.2,4.278
0.3,4.284
0.4,4.238
0.5,4.171
0.6,4.086
0.7,4.171
0.8,4.208
0.9,4.272
1.0,4.364
1.1,4.275
1.2,4.263
1.3,4.199
1.4,4.235
1.5,4.327
1.6,4.333
1.7,4.351
1.8,4.269
1.9,4.245
2.0,4.306
2.1,4.309
2.2,4.367
2.3,4.336
2.4,4.348
2.5,4.281
2.6,4.290
2.7,4.333
2.8,4.336
2.9,4.354
3.0,4.336
3.1,4.327
3.2,4.293
3.3,4.367
3.4,4.339
3.5,4.391
3.6,4.354
3.7,4.376
3.8,4.333
3.9,4.324
4.0,4.315
4.1,4.324
4.2,4.379
4.3,4.303
4.4,4.330
4.5,4.348
4.6,4.324
4.7,4.342
4.8,4.315
4.9,4.397
5.0,4.345
5.1,4.330
5.2,4.315
5.3,4.327
5.4,4.303
5.5,4.321
5.6,4.309
5.7,4.275
5.8,4.306
5.9,4.306
6.0,4.315
6.1,4.293
6.2,4.245
6.3,4.223
6.4,4.257
6.5,4.254
6.6,4.272
6.7,4.284
6.8,4.254
6.9,4.193
7.0,4.110
7.1,4.086
7.2,4.153
7.3,4.193
7.4,4.260
7.5,4.251
7.6,4.226
7.7,4.040
7.8,3.979
7.9,3.939
8.0,4.058
8.1,4.058
8.2,4.241
8.3,4.232
8.4,4.098
8.5,3.912
8.6,3.839
8.7,3.842
8.8,3.881
8.9,4.028
9.0,4.220
9.1,4.220
9.2,4.031
9.3,3.805
9.4,3.735
9.5,3.646
9.6,3.665
9.7,3.872
9.8,4.138
9.9,4.245
10.0,4.034
10.1,3.939
10.2,3.646
10.3,3.527
10.4,3.402
10.5,3.817
10.6,4.043
10.7,4.098
10.8,3.866
10.9,3.695
11.0,3.356
11.1,3.143
11.2,3.149
11.3,3.686
11.4,3.939
11.5,4.055
11.6,3.829
11.7,3.698
11.8,3.185
11.9,2.935
12.0,3.002
12.1,3.625
12.2,3.817
12.3,4.071
12.4,3.753
12.5,3.613
12.6,2.843
12.7,2.709
12.8,2.755
12.9,3.573
13.0,3.665
13.1,4.089
13.2,3.768
13.3,3.555
13.4,2.825
13.5,2.755
13.6,2.941
13.7,3.616
13.8,3.707
13.9,4.037
14.0,3.817
14.1,3.539
14.2,3.085
14.3,3.091
14.4,3.341
14.5,3.674
14.6,3.918
14.7,4.022
14.8,3.900
14.9,3.616
15.0,3.384
15.1,3.558
15.2,3.716
15.3,3.945
15.4,4.022
15.5,4.122
15.6,4.074
15.7,3.945
15.8,3.912
15.9,3.985
16.0,4.013
16.1,4.083
16.2,4.132
16.3,4.113
16.4,4.129
16.5,4.125
16.6,4.153
16.7,4.205
16.8,4.165
16.9,4.208
17.0,4.257
17.1,4.248
17.2,4.327
17.3,4.281
17.4,4.333
17.5,4.306
17.6,4.342
