"Time","Potential"
0.0,5.939
0.1,5.963
0.2,5.966
0.3,5.945
0.4,5.899
0.5,5.853
0.6,5.832
0.7,5.829
0.8,5.865
0.9,5.893
1.0,5.939
1.1,5.933
1.2,5.908
1.3,5.810
1.4,5.704
1.5,5.588
1.6,5.542
1.7,5.578
1.8,5.627
1.9,5.771
2.0,5.899
2.1,5.929
2.2,5.841
2.3,5.606
2.4,5.365
2.5,5.124
2.6,5.002
2.7,5.011
2.8,5.114
2.9,5.398
3.0,5.728
3.1,5.862
3.2,5.890
3.3,5.643
3.4,5.322
3.5,4.989
3.6,4.544
3.7,4.376
3.8,4.370
3.9,4.684
4.0,5.243
4.1,5.563
4.2,5.820
4.3,5.780
4.4,5.530
4.5,5.035
4.6,4.467
4.7,4.159
4.8,4.028
4.9,4.226
5.0,4.635
5.1,5.084
5.2,5.524
5.3,5.771
5.4,5.704
5.5,5.365
5.6,4.846
5.7,4.519
5.8,4.266
5.9,4.309
6.0,4.574
6.1,4.858
6.2,5.292
6.3,5.597
6.4,5.661
6.5,5.517
6.6,5.282
6.7,5.020
6.8,4.858
6.9,4.745
7.0,4.867
7.1,5.060
7.2,5.307
7.3,5.462
7.4,5.560
7.5,5.511
7.6,5.401
7.7,5.316
7.8,5.240
7.9,5.279
8.0,5.359
8.1,5.487
8.2,5.585
8.3,5.618
8.4,5.582
8.5,5.459
8.6,5.346
8.7,5.310
8.8,5.316
8.9,5.426
9.0,5.575
9.1,5.710
9.2,5.807
9.3,5.795
9.4,5.701
9.5,5.456
9.6,5.282
9.7,5.127
9.8,5.093
9.9,5.221
10.0,5.337
10.1,5.606
10.2,5.820
10.3,5.893
10.4,5.801
10.5,5.496
10.6,5.234
10.7,4.934
10.8,4.641
10.9,4.617
11.0,4.724
11.1,5.096
11.2,5.514
11.3,5.707
11.4,5.862
11.5,5.688
11.6,5.459
11.7,4.968
11.8,4.480
11.9,4.196
12.0,4.095
12.1,4.333
12.2,4.757
12.3,5.105
12.4,5.630
12.5,5.820
12.6,5.697
12.7,5.346
12.8,4.672
12.9,4.275
13.0,4.006
13.1,3.982
13.2,4.275
13.3,4.702
13.4,5.243
13.5,5.676
13.6,5.768
13.7,5.575
13.8,5.017
13.9,4.663
14.0,4.394
14.1,4.266
14.2,4.382
14.3,4.705
14.4,5.136
14.5,5.426
14.6,5.603
14.7,5.588
14.8,5.368
14.9,5.179
15.0,4.977
15.1,4.803
15.2,4.855
15.3,5.005
15.4,5.203
15.5,5.374
15.6,5.438
15.7,5.459
15.8,5.401
15.9,5.350
16.0,5.230
16.1,5.276
16.2,5.392
16.3,5.502
16.4,5.569
16.5,5.591
16.6,5.572
16.7,5.462
16.8,5.383
16.9,5.337
17.0,5.374
17.1,5.505
17.2,5.643
17.3,5.789
17.4,5.829
17.5,5.792
17.6,5.716
17.7,5.554
17.8,5.487
17.9,5.456
18.0,5.542
18.1,5.658
18.2,5.771
18.3,5.890
18.4,5.920
18.5,5.890
18.6,5.780
18.7,5.701
18.8,5.655
18.9,5.655
19.0,5.722
19.1,5.752
19.2,5.841
19.3,5.871
19.4,5.884
19.5,5.868
19.6,5.838
19.7,5.804
19.8,5.786
19.9,5.810
20.0,5.823
20.1,5.820
20.2,5.804
20.3,5.783
20.4,5.762
20.5,5.780
20.6,5.792
20.7,5.829
20.8,5.871
20.9,5.884
21.0,5.881
21.1,5.868
21.2,5.774
21.3,5.722
21.4,5.664
21.5,5.673
21.6,5.731
21.7,5.774
21.8,5.865
21.9,5.920
22.0,5.923
22.1,5.875
22.2,5.801
22.3,5.749
22.4,5.667
22.5,5.639
22.6,5.655
22.7,5.737
22.8,5.823
22.9,5.884
23.0,5.908
23.1,5.899
23.2,5.850
23.3,5.780
23.4,5.755
23.5,5.722
23.6,5.755
23.7,5.774
23.8,5.835
23.9,5.875
24.0,5.884
24.1,5.868
24.2,5.862
24.3,5.868
24.4,5.859
24.5,5.859
24.6,5.856
