"Time","Potential"
0.0,4.067
0.1,4.064
0.2,4.190
0.3,4.199
0.4,4.110
0.5,4.089
0.6,4.089
0.7,4.006
0.8,4.144
0.9,4.174
1.0,4.202
1.1,4.153
1.2,4.119
1.3,4.016
1.4,4.074
1.5,4.086
1.6,4.211
1.7,4.211
1.8,4.144
1.9,4.040
2.0,3.991
2.1,3.912
2.2,4.003
2.3,4.129
2.4,4.174
2.5,4.150
2.6,3.951
2.7,3.842
2.8,3.808
2.9,3.942
3.0,4.171
3.1,4.174
3.2,4.116
3.3,3.863
3.4,3.707
3.5,3.683
3.6,3.817
3.7,4.025
3.8,4.122
3.9,4.049
4.0,3.674
4.1,3.512
4.2,3.494
4.3,3.793
4.4,4.037
4.5,4.153
4.6,4.013
4.7,3.674
4.8,3.408
4.9,3.393
5.0,3.750
5.1,4.003
5.2,4.199
5.3,4.055
5.4,3.741
5.5,3.451
5.6,3.497
5.7,3.762
5.8,3.991
5.9,4.144
6.0,4.132
6.1,3.909
6.2,3.701
6.3,3.625
6.4,3.750
6.5,3.897
6.6,4.177
6.7,4.083
6.8,4.013
6.9,3.823
7.0,3.799
7.1,3.839
7.2,3.930
7.3,4.061
7.4,4.129
7.5,4.107
7.6,4.092
7.7,3.961
7.8,3.970
7.9,3.921
8.0,3.970
8.1,3.976
8.2,4.107
8.3,4.177
8.4,4.147
8.5,3.948
8.6,3.814
8.7,3.842
8.8,3.881
8.9,4.141
9.0,4.183
9.1,4.199
9.2,3.994
9.3,3.823
9.4,3.765
9.5,3.796
9.6,4.028
9.7,4.125
9.8,4.180
9.9,3.973
10.0,3.820
10.1,3.603
10.2,3.723
10.3,3.942
10.4,4.089
10.5,4.077
10.6,3.875
10.7,3.616
10.8,3.530
10.9,3.707
11.0,3.994
11.1,4.080
11.2,4.144
11.3,3.826
11.4,3.665
11.5,3.564
11.6,3.655
11.7,3.924
11.8,4.071
11.9,4.107
12.0,3.936
12.1,3.802
12.2,3.677
12.3,3.695
12.4,3.994
12.5,4.110
12.6,4.196
12.7,4.019
12.8,3.939
12.9,3.796
13.0,3.903
13.1,4.013
13.2,4.125
13.3,4.196
13.4,4.193
13.5,4.138
13.6,4.064
13.7,4.034
13.8,4.064
13.9,4.211
14.0,4.238
14.1,4.309
14.2,4.275
14.3,4.232
14.4,4.205
14.5,4.214
14.6,4.217
14.7,4.306
14.8,4.217
14.9,4.278
15.0,4.327
15.1,4.284
15.2,4.321
15.3,4.318
15.4,4.251
15.5,4.245
15.6,4.232
15.7,4.336
15.8,4.324
15.9,4.354
16.0,4.303
16.1,4.287
16.2,4.275
16.3,4.205
16.4,4.229
16.5,4.290
16.6,4.348
16.7,4.324
16.8,4.284
16.9,4.251
17.0,4.211
17.1,4.260
17.2,4.217
17.3,4.241
17.4,4.296
17.5,4.251
17.6,4.296
17.7,4.284
17.8,4.226
17.9,4.290
18.0,4.266
18.1,4.281
18.2,4.281
18.3,4.254
18.4,4.284
18.5,4.309
18.6,4.269
18.7,4.318
18.8,4.315
18.9,4.251
19.0,4.315
19.1,4.330
19.2,4.281
19.3,4.345
19.4,4.309
19.5,4.269
19.6,4.303
19.7,4.321
19.8,4.333
19.9,4.333
20.0,4.284
20.1,4.339
20.2,4.324
20.3,4.260
20.4,4.336
20.5,4.370
20.6,4.373
20.7,4.339
20.8,4.361
20.9,4.348
21.0,4.357
21.1,4.260
21.2,4.238
21.3,4.217
21.4,4.312
21.5,4.342
21.6,4.306
21.7,4.235
21.8,4.220
21.9,4.205
22.0,4.205
22.1,4.156
22.2,4.168
22.3,4.077
22.4,4.037
22.5,3.967
22.6,4.104
22.7,4.095
22.8,4.101
22.9,3.921
23.0,3.842
23.1,3.741
23.2,3.811
23.3,4.016
23.4,4.107
23.5,3.927
23.6,3.582
23.7,3.234
23.8,3.344
23.9,3.515
24.0,3.924
24.1,4.086
24.2,3.817
24.3,3.155
24.4,2.816
24.5,3.051
24.6,3.466
24.7,3.973
24.8,4.043
24.9,3.768
25.0,2.953
25.1,2.724
25.2,2.877
25.3,3.320
25.4,3.906
25.5,4.055
25.6,3.771
25.7,2.959
25.8,2.706
25.9,2.862
26.0,3.359
26.1,3.936
26.2,4.119
26.3,3.869
26.4,3.225
26.5,2.914
26.6,3.097
26.7,3.503
26.8,4.022
26.9,4.113
27.0,3.903
27.1,3.429
27.2,3.207
27.3,3.268
27.4,3.506
27.5,3.933
27.6,4.104
27.7,4.028
27.8,3.710
27.9,3.649
28.0,3.555
28.1,3.707
28.2,4.052
28.3,4.125
28.4,4.159
28.5,3.927
28.6,3.842
28.7,3.671
28.8,3.768
28.9,3.936
29.0,4.220
29.1,4.183
29.2,4.113
29.3,4.019
29.4,3.851
29.5,3.921
29.6,4.116
29.7,4.241
