"Time","Potential"
0.0,4.058
0.1,4.144
0.2,4.037
0.3,4.006
0.4,3.958
0.5,4.013
0.6,4.116
0.7,4.232
0.8,4.129
0.9,4.086
1.0,3.945
1.1,4.019
1.2,4.125
1.3,4.229
1.4,4.281
1.5,4.067
1.6,4.086
1.7,4.055
1.8,4.260
1.9,4.318
2.0,4.296
2.1,4.235
2.2,4.165
2.3,4.183
2.4,4.226
2.5,4.284
2.6,4.312
2.7,4.254
2.8,4.275
2.9,4.272
3.0,4.296
3.1,4.309
3.2,4.296
3.3,4.327
3.4,4.312
3.5,4.266
3.6,4.348
3.7,4.345
3.8,4.351
3.9,4.321
4.0,4.272
4.1,4.321
4.2,4.339
4.3,4.321
4.4,4.379
4.5,4.348
4.6,4.281
4.7,4.303
4.8,4.306
4.9,4.327
5.0,4.293
5.1,4.303
5.2,4.327
5.3,4.333
5.4,4.330
5.5,4.290
5.6,4.293
5.7,4.342
5.8,4.260
5.9,4.296
6.0,4.296
6.1,4.266
6.2,4.272
6.3,4.241
6.4,4.241
6.5,4.208
6.6,4.293
6.7,4.290
6.8,4.211
6.9,4.241
7.0,4.187
7.1,4.211
7.2,4.208
7.3,4.254
7.4,4.183
7.5,4.275
7.6,4.187
7.7,4.089
7.8,4.168
7.9,4.183
8.0,4.229
8.1,4.180
8.2,4.125
8.3,4.104
8.4,4.067
8.5,4.153
8.6,4.190
8.7,4.183
8.8,4.193
8.9,4.107
9.0,4.086
9.1,4.092
9.2,4.003
9.3,4.187
9.4,4.193
9.5,4.208
9.6,4.040
9.7,4.025
9.8,3.973
9.9,4.003
10.0,4.049
10.1,4.183
10.2,4.205
10.3,4.205
10.4,4.022
10.5,3.909
10.6,3.909
10.7,3.967
10.8,3.991
10.9,4.162
11.0,4.174
11.1,4.028
11.2,3.774
11.3,3.719
11.4,3.802
11.5,3.945
11.6,4.061
11.7,4.107
11.8,3.976
11.9,3.741
12.0,3.539
12.1,3.527
12.2,3.854
12.3,3.955
12.4,4.132
12.5,3.796
12.6,3.640
12.7,3.460
12.8,3.426
12.9,3.497
13.0,3.945
13.1,3.955
13.2,3.790
13.3,3.295
13.4,3.106
13.5,3.201
13.6,3.417
13.7,3.741
13.8,3.921
13.9,3.765
14.0,3.289
14.1,3.078
14.2,3.075
14.3,3.463
14.4,3.774
14.5,3.863
14.6,3.564
14.7,3.277
14.8,2.987
14.9,2.981
15.0,3.307
15.1,3.820
15.2,3.860
15.3,3.661
15.4,3.350
15.5,3.219
15.6,3.252
15.7,3.570
15.8,3.878
15.9,3.924
16.0,3.872
16.1,3.445
16.2,3.341
16.3,3.491
