"Time","Potential"
0.0,4.321
0.1,4.315
0.2,4.235
0.3,4.269
0.4,4.296
0.5,4.263
0.6,4.278
0.7,4.260
0.8,4.266
0.9,4.248
1.0,4.275
1.1,4.290
1.2,4.248
1.3,4.257
1.4,4.254
1.5,4.281
1.6,4.290
1.7,4.296
1.8,4.303
1.9,4.238
2.0,4.318
2.1,4.333
2.2,4.284
2.3,4.278
2.4,4.241
2.5,4.199
2.6,4.272
2.7,4.296
2.8,4.284
2.9,4.284
3.0,4.281
3.1,4.303
3.2,4.272
3.3,4.293
3.4,4.315
3.5,4.278
3.6,4.287
3.7,4.309
3.8,4.290
3.9,4.281
4.0,4.351
4.1,4.278
4.2,4.312
4.3,4.324
4.4,4.303
4.5,4.284
4.6,4.275
4.7,4.287
4.8,4.251
4.9,4.327
5.0,4.293
5.1,4.327
5.2,4.330
5.3,4.303
5.4,4.269
5.5,4.272
5.6,4.263
5.7,4.315
5.8,4.309
5.9,4.272
6.0,4.269
6.1,4.306
6.2,4.263
6.3,4.260
6.4,4.293
6.5,4.306
6.6,4.281
6.7,4.229
6.8,4.251
6.9,4.254
7.0,4.254
7.1,4.272
7.2,4.318
7.3,4.263
7.4,4.306
7.5,4.312
7.6,4.220
7.7,4.269
7.8,4.251
7.9,4.263
8.0,4.312
8.1,4.293
8.2,4.251
8.3,4.269
8.4,4.248
8.5,4.229
8.6,4.272
8.7,4.232
8.8,4.266
8.9,4.296
9.0,4.266
9.1,4.260
9.2,4.232
9.3,4.223
9.4,4.257
9.5,4.232
9.6,4.260
9.7,4.205
9.8,4.241
9.9,4.278
10.0,4.235
10.1,4.220
10.2,4.196
10.3,4.190
10.4,4.177
10.5,4.174
10.6,4.196
10.7,4.180
10.8,4.190
10.9,4.150
11.0,4.125
11.1,4.138
11.2,4.058
11.3,4.098
11.4,4.058
11.5,4.043
11.6,4.046
11.7,4.104
11.8,3.991
11.9,3.970
12.0,3.988
12.1,3.866
12.2,3.866
12.3,3.872
12.4,3.884
12.5,3.887
12.6,3.860
12.7,3.915
12.8,3.842
12.9,3.799
13.0,3.698
13.1,3.637
13.2,3.610
13.3,3.579
13.4,3.655
13.5,3.674
13.6,3.744
13.7,3.781
13.8,3.735
13.9,3.732
14.0,3.652
14.1,3.503
14.2,3.375
14.3,3.487
14.4,3.521
14.5,3.652
14.6,3.668
14.7,3.713
14.8,3.729
14.9,3.741
15.0,3.661
15.1,3.655
15.2,3.607
15.3,3.573
15.4,3.710
15.5,3.683
15.6,3.756
15.7,3.805
15.8,3.759
15.9,3.860
16.0,3.881
16.1,3.860
16.2,3.875
16.3,3.854
16.4,3.893
16.5,3.906
16.6,3.936
16.7,3.897
16.8,3.854
16.9,3.869
17.0,3.918
17.1,3.912
17.2,3.927
17.3,3.967
17.4,4.019
17.5,4.028
17.6,4.049
17.7,3.988
17.8,3.924
17.9,3.887
18.0,3.930
18.1,3.872
18.2,3.848
18.3,3.976
18.4,3.964
18.5,3.994
18.6,3.985
18.7,3.924
18.8,3.915
18.9,3.845
19.0,3.845
19.1,3.826
19.2,3.793
19.3,3.869
19.4,3.848
19.5,3.796
19.6,3.854
19.7,3.845
19.8,3.781
19.9,3.814
20.0,3.860
20.1,3.860
20.2,3.832
20.3,3.826
20.4,3.811
20.5,3.912
20.6,3.851
20.7,3.869
20.8,3.869
20.9,3.848
21.0,3.903
21.1,3.906
21.2,3.948
21.3,3.976
21.4,3.970
21.5,4.000
21.6,3.918
21.7,3.948
21.8,3.994
21.9,4.009
22.0,4.031
22.1,3.976
22.2,4.037
22.3,4.083
22.4,4.077
22.5,4.138
22.6,4.129
22.7,4.187
22.8,4.113
22.9,4.129
23.0,4.162
23.1,4.144
23.2,4.165
23.3,4.183
23.4,4.241
23.5,4.187
23.6,4.272
23.7,4.217
23.8,4.211
23.9,4.205
24.0,4.251
24.1,4.202
24.2,4.223
24.3,4.232
24.4,4.263
24.5,4.278
24.6,4.238
24.7,4.251
24.8,4.251
24.9,4.299
25.0,4.281
25.1,4.238
25.2,4.257
25.3,4.281
25.4,4.278
25.5,4.263
25.6,4.306
25.7,4.232
25.8,4.312
25.9,4.241
26.0,4.284
26.1,4.287
26.2,4.281
26.3,4.284
26.4,4.266
26.5,4.232
26.6,4.315
26.7,4.272
26.8,4.318
26.9,4.315
27.0,4.299
27.1,4.266
27.2,4.278
27.3,4.296
27.4,4.278
27.5,4.287
27.6,4.248
27.7,4.287
27.8,4.309
27.9,4.299
28.0,4.306
28.1,4.296
28.2,4.321
