"Time","Potential"
0.0,4.330
0.1,4.290
0.2,4.257
0.3,4.315
0.4,4.315
0.5,4.254
0.6,4.260
0.7,4.324
0.8,4.260
0.9,4.272
1.0,4.299
1.1,4.251
1.2,4.306
1.3,4.254
1.4,4.293
1.5,4.287
1.6,4.281
1.7,4.290
1.8,4.251
1.9,4.266
2.0,4.251
2.1,4.315
2.2,4.278
2.3,4.284
2.4,4.315
2.5,4.269
2.6,4.263
2.7,4.290
2.8,4.281
2.9,4.284
3.0,4.266
3.1,4.272
3.2,4.254
3.3,4.266
3.4,4.290
3.5,4.266
3.6,4.278
3.7,4.251
3.8,4.293
3.9,4.257
4.0,4.272
4.1,4.275
4.2,4.251
4.3,4.306
4.4,4.205
4.5,4.235
4.6,4.263
4.7,4.260
4.8,4.266
4.9,4.245
5.0,4.211
5.1,4.245
5.2,4.156
5.3,4.187
5.4,4.135
5.5,4.144
5.6,4.074
5.7,4.122
5.8,4.074
5.9,4.058
6.0,4.055
6.1,3.985
6.2,4.006
6.3,4.006
6.4,3.976
6.5,3.942
6.6,3.903
6.7,3.863
6.8,3.878
6.9,3.854
7.0,3.842
7.1,3.774
7.2,3.826
7.3,3.759
7.4,3.802
7.5,3.768
7.6,3.829
7.7,3.765
7.8,3.744
7.9,3.710
8.0,3.793
8.1,3.790
8.2,3.738
8.3,3.793
8.4,3.756
8.5,3.811
8.6,3.845
8.7,3.851
8.8,3.866
8.9,3.808
9.0,3.845
9.1,3.799
9.2,3.817
9.3,3.918
9.4,3.933
9.5,3.964
9.6,3.970
9.7,3.927
9.8,3.936
9.9,3.936
10.0,3.958
10.1,3.976
10.2,3.958
10.3,3.967
10.4,4.077
10.5,4.095
10.6,3.997
10.7,3.979
10.8,3.961
10.9,3.958
11.0,3.933
11.1,4.061
11.2,3.967
11.3,3.964
11.4,3.979
11.5,3.897
11.6,3.933
11.7,3.866
11.8,3.897
11.9,3.955
12.0,3.835
12.1,3.848
12.2,3.765
12.3,3.790
12.4,3.747
12.5,3.695
12.6,3.701
12.7,3.680
12.8,3.774
12.9,3.738
13.0,3.805
13.1,3.771
13.2,3.729
13.3,3.704
13.4,3.558
13.5,3.582
13.6,3.680
13.7,3.674
13.8,3.637
13.9,3.805
14.0,3.814
14.1,3.756
14.2,3.729
14.3,3.665
14.4,3.619
14.5,3.698
14.6,3.677
14.7,3.747
14.8,3.854
14.9,3.826
15.0,3.854
15.1,3.878
15.2,3.857
15.3,3.793
15.4,3.820
15.5,3.863
15.6,3.906
15.7,3.927
15.8,3.994
15.9,3.967
16.0,3.982
16.1,3.985
16.2,3.985
16.3,3.973
16.4,4.043
16.5,4.061
16.6,4.095
16.7,4.107
16.8,4.156
16.9,4.110
17.0,4.116
17.1,4.156
17.2,4.156
17.3,4.156
17.4,4.177
17.5,4.180
17.6,4.235
17.7,4.180
17.8,4.174
17.9,4.177
18.0,4.177
18.1,4.229
18.2,4.235
18.3,4.229
18.4,4.241
18.5,4.199
18.6,4.284
18.7,4.248
18.8,4.272
18.9,4.296
19.0,4.290
19.1,4.293
19.2,4.278
19.3,4.272
19.4,4.278
19.5,4.284
19.6,4.312
19.7,4.232
19.8,4.284
19.9,4.287
20.0,4.287
20.1,4.293
20.2,4.299
20.3,4.269
20.4,4.284
20.5,4.327
20.6,4.266
20.7,4.272
20.8,4.309
20.9,4.284
21.0,4.318
21.1,4.284
21.2,4.318
21.3,4.303
