"Time","Potential"
0.0,4.290
0.1,4.263
0.2,4.275
0.3,4.263
0.4,4.266
0.5,4.336
0.6,4.248
0.7,4.293
0.8,4.296
0.9,4.275
1.0,4.272
1.1,4.272
1.2,4.299
1.3,4.266
1.4,4.278
1.5,4.306
1.6,4.290
1.7,4.241
1.8,4.293
1.9,4.211
2.0,4.303
2.1,4.303
2.2,4.272
2.3,4.266
2.4,4.278
2.5,4.263
2.6,4.296
2.7,4.229
2.8,4.257
2.9,4.303
3.0,4.296
3.1,4.245
3.2,4.248
3.3,4.296
3.4,4.327
3.5,4.275
3.6,4.296
3.7,4.269
3.8,4.248
3.9,4.260
4.0,4.269
4.1,4.263
4.2,4.226
4.3,4.287
4.4,4.272
4.5,4.202
4.6,4.266
4.7,4.303
4.8,4.211
4.9,4.241
5.0,4.232
5.1,4.315
5.2,4.296
5.3,4.260
5.4,4.315
5.5,4.293
5.6,4.245
5.7,4.257
5.8,4.235
5.9,4.272
6.0,4.223
6.1,4.269
6.2,4.318
6.3,4.306
6.4,4.296
6.5,4.290
6.6,4.275
6.7,4.275
6.8,4.287
6.9,4.281
7.0,4.281
7.1,4.284
7.2,4.238
7.3,4.290
7.4,4.263
7.5,4.226
7.6,4.248
7.7,4.278
7.8,4.293
7.9,4.303
8.0,4.293
8.1,4.278
8.2,4.254
8.3,4.235
8.4,4.281
8.5,4.293
8.6,4.257
8.7,4.208
8.8,4.303
8.9,4.248
9.0,4.223
9.1,4.266
9.2,4.266
9.3,4.296
9.4,4.241
9.5,4.287
9.6,4.281
9.7,4.260
9.8,4.232
9.9,4.287
10.0,4.251
10.1,4.223
10.2,4.275
10.3,4.266
10.4,4.220
10.5,4.248
10.6,4.269
10.7,4.248
10.8,4.232
10.9,4.226
11.0,4.281
11.1,4.202
11.2,4.238
11.3,4.241
11.4,4.190
11.5,4.248
11.6,4.248
11.7,4.211
11.8,4.263
11.9,4.229
12.0,4.202
12.1,4.217
12.2,4.248
12.3,4.260
12.4,4.187
12.5,4.174
12.6,4.245
12.7,4.229
12.8,4.199
12.9,4.260
13.0,4.193
13.1,4.260
13.2,4.208
13.3,4.165
13.4,4.196
13.5,4.287
13.6,4.223
13.7,4.187
13.8,4.174
13.9,4.208
14.0,4.168
14.1,4.168
14.2,4.083
14.3,4.113
14.4,4.135
14.5,4.080
14.6,4.101
14.7,4.016
14.8,3.985
14.9,3.918
15.0,3.997
15.1,3.930
15.2,3.848
15.3,3.796
15.4,3.787
15.5,3.796
15.6,3.805
15.7,3.781
15.8,3.631
15.9,3.665
16.0,3.582
16.1,3.652
16.2,3.555
16.3,3.573
16.4,3.512
16.5,3.491
16.6,3.436
16.7,3.481
16.8,3.460
16.9,3.423
17.0,3.399
17.1,3.429
17.2,3.405
17.3,3.420
17.4,3.469
17.5,3.472
17.6,3.515
17.7,3.433
17.8,3.402
17.9,3.564
18.0,3.533
18.1,3.622
18.2,3.658
18.3,3.600
18.4,3.655
18.5,3.686
18.6,3.765
18.7,3.784
18.8,3.820
18.9,3.875
19.0,3.912
19.1,3.921
19.2,3.951
19.3,3.921
19.4,3.997
19.5,4.000
19.6,3.930
19.7,3.997
19.8,4.025
19.9,4.013
20.0,3.979
20.1,4.013
20.2,3.991
20.3,3.970
20.4,3.982
20.5,3.967
20.6,3.918
20.7,3.942
20.8,3.912
20.9,3.823
21.0,3.845
21.1,3.765
21.2,3.735
21.3,3.774
21.4,3.704
21.5,3.610
21.6,3.677
21.7,3.613
21.8,3.719
21.9,3.658
22.0,3.671
22.1,3.591
22.2,3.591
22.3,3.619
22.4,3.585
22.5,3.616
22.6,3.628
22.7,3.634
22.8,3.619
22.9,3.658
23.0,3.698
23.1,3.686
23.2,3.677
23.3,3.716
23.4,3.744
23.5,3.854
23.6,3.848
23.7,3.808
23.8,3.955
23.9,3.906
24.0,3.939
24.1,3.988
